Pogram,Program Code,Program Type,Major CIP,CIP Area,Degee,Major,Marjo Code,Students AY 2025,FY 2022 Grads,Wages Found,Median Wages,FY 24 Grads,Transferred in 1 Year,Median Hourly,5 Year Job Change,Articulations,Labor Market Analysis
Engr DraftManufacture Tech:AAS,EDUT-AAS,Workforce,151301,"Drafting & Design Tech, Gen",AAS,Engr Draft & Manufacture Tech,EDUT,57,1,1,94122,5,1,32.47,0.12,0,"Current demand: 2,137 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 2,344 jobs by 2030 (10%), a net change of 207; national-trend adjustment suggests 60. Earnings: average annual pay ranges from $65,625 to $77,149 across mapped roles; top-paying role locally is Drafters, All Other ($77,149). Typical education: Associate's degree. Completions: 571 regional graduates in 2024 (SLCC: 77), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Architectural and Civil Drafters (1,212 jobs, $65,625); Mechanical Drafters (450 jobs, $68,521). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Environmental Sci & Sustain:CP,EVSS-CP,Workforce,030104,Environmental Science,CP,Environmental Sci & Sustain,EVSS,13,0,0,,1,0,46.98,0.14,0,"Current demand: 4,866 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,593 jobs by 2030 (15%), a net change of 727; national-trend adjustment suggests 334. Earnings: average annual pay ranges from $49,441 to $85,768 across mapped roles; top-paying role locally is Environmental Scientists and Specialists, Including Health ($85,768). Typical education: Associate's degree. Completions: 7,082 regional graduates in 2024 (SLCC: 239), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Compliance Officers (3,437 jobs, $76,110); Environmental Scientists and Specialists, Including Health (711 jobs, $85,768). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Exercise Sci/Kinesiology: AS,EXSC-AS,Transfer,310505,Health Physical Educ Fitness,AS,Exercise Sci/Kinesiology,EXSC,244,0,0,,16,11,25.86,0.17,1,"Current demand: 372 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 433 jobs by 2030 (16%), a net change of 61; national-trend adjustment suggests 64. Earnings: average annual pay ranges from $52,407 to $52,407 across mapped roles; top-paying role locally is Exercise Physiologists ($52,407). Typical education: Bachelor's degree. Completions: 749 regional graduates in 2024 (SLCC: 18), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Exercise Physiologists (372 jobs, $52,407). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Family & Human Studies: AAS,FHS-AAS,Workforce,190701,Human Dev & Family Studies,AAS,Family and Human Studies,FHS,3,1,1,15345,1,0,25.46,0.15,0,No data available
Family & Human Studies: AS,FHS-AS,Transfer,190701,Human Dev & Family Studies,AS,Family and Human Studies,FHS,116,0,0,,8,4,25.46,0.15,1,No data available
Family & Human Studies: CER,FHS-CER,Workforce,190701,Human Dev & Family Studies,CER,Family and Human Studies,FHS,3,0,0,,1,0,25.46,0.15,0,No data available
Fashion Design Emp: AAS,FAD-AAS,Workforce,500407,Fashion/Apparel Design,AAS,Fashion Design,FAD,171,4,2,38825,10,2,28.18,0.14,0,"Current demand: 559 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 660 jobs by 2030 (18%), a net change of 101; national-trend adjustment suggests 82. Earnings: average annual pay ranges from $65,982 to $65,982 across mapped roles; top-paying role locally is Fashion Designers ($65,982). Typical education: Bachelor's degree. Completions: 707 regional graduates in 2024 (SLCC: 53), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Fashion Designers (559 jobs, $65,982). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Fashion Des-Tech App Emp: AAS,FAT-AAS,Workforce,500407,Fashion/Apparel Design,AAS,Technical Apparel Design,FAT,49,1,1,33643,7,0,28.18,0.14,0,"Current demand: 559 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 660 jobs by 2030 (18%), a net change of 101; national-trend adjustment suggests 82. Earnings: average annual pay ranges from $65,982 to $65,982 across mapped roles; top-paying role locally is Fashion Designers ($65,982). Typical education: Bachelor's degree. Completions: 707 regional graduates in 2024 (SLCC: 53), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Fashion Designers (559 jobs, $65,982). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Fashion Merchandising Emp: AAS,FAM-AAS,Workforce,521902,Fashion Merchandising,AAS,Fashion Merchandising,FAM,58,7,6,32429,8,1,27.93,0.13,0,"Current demand: 13,319 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 14,891 jobs by 2030 (12%), a net change of 1,572; national-trend adjustment suggests 629. Earnings: average annual pay ranges from $74,310 to $74,310 across mapped roles; top-paying role locally is Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products ($74,310). Typical education: High school diploma or equivalent. Completions: 14,579 regional graduates in 2024 (SLCC: 1,939), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products (13,319 jobs, $74,310). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Film Production Tech: AAS,FTP-AAS,Workforce,100201,Photographic & Film/Video Tech,AAS,Film Production Technician,FTP,175,19,17,29208,23,0,18.67,0.1,0,"Current demand: 2,294 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 2,566 jobs by 2030 (12%), a net change of 272; national-trend adjustment suggests 197. Earnings: average annual pay ranges from $47,119 to $64,527 across mapped roles; top-paying role locally is Lighting Technicians ($64,527). Typical education: High school diploma or equivalent. Completions: 726 regional graduates in 2024 (SLCC: 64), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Audio and Video Technicians (2,118 jobs, $47,119); Lighting Technicians (176 jobs, $64,527). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Finance & Credit: AAS,FC-AAS,Workforce,520801,"Finance, General",AAS,Finance and Credit,FC,2,0,0,,2,0,41.01,0.12,0,"Current demand: 114,192 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 134,202 jobs by 2030 (18%), a net change of 20,010; national-trend adjustment suggests 16,402. Earnings: average annual pay ranges from $76,703 to $167,863 across mapped roles; top-paying role locally is Chief Executives ($167,863). Typical education: Bachelor's degree. Completions: 73,830 regional graduates in 2024 (SLCC: 6,569), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Personal Financial Advisors (37,895 jobs, $164,939); General and Operations Managers (35,802 jobs, $119,222). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Financial Services: AAS,FSRV-AAS,Workforce,520801,"Finance, General",AAS,Financial Services,FSRV,82,0,0,,0,0,41.01,0.12,0,"Current demand: 114,192 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 134,202 jobs by 2030 (18%), a net change of 20,010; national-trend adjustment suggests 16,402. Earnings: average annual pay ranges from $76,703 to $167,863 across mapped roles; top-paying role locally is Chief Executives ($167,863). Typical education: Bachelor's degree. Completions: 73,830 regional graduates in 2024 (SLCC: 6,569), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Personal Financial Advisors (37,895 jobs, $164,939); General and Operations Managers (35,802 jobs, $119,222). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Fitness Technician: AAS,FITP-AAS,Workforce,310507,Physical Fitness Technician,AAS,Fitness Technician,FITP,47,12,9,41992,2,0,24.64,0.18,0,"Current demand: 6,237 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 7,275 jobs by 2030 (17%), a net change of 1,039; national-trend adjustment suggests 611. Earnings: average annual pay ranges from $56,126 to $69,515 across mapped roles; top-paying role locally is Athletic Trainers ($69,515). Typical education: Bachelor's degree. Completions: 673 regional graduates in 2024 (SLCC: 36), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Exercise Trainers and Group Fitness Instructors (5,831 jobs, $56,126); Athletic Trainers (405 jobs, $69,515). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Game Design & Development: CP,VAGD-CP,Workforce,500411,Game & Interactive Media,CP,Game Design & Development,VAGD,3,2,0,,8,0,57.73,0.19,0,"Current demand: 945 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,050 jobs by 2030 (11%), a net change of 105; national-trend adjustment suggests 28. Earnings: average annual pay ranges from $54,567 to $54,567 across mapped roles; top-paying role locally is Special Effects Artists and Animators ($54,567). Typical education: Bachelor's degree. Completions: 1,075 regional graduates in 2024 (SLCC: 148), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Special Effects Artists and Animators (945 jobs, $54,567). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
General Education: CC,GE-CER,Transfer,240101,General Ed Composite,CC,General Education,GE,4,0,0,,1116,300,29.2,0.1,0,No data available
General Engineering: APE,ENGR-APE,Transfer,140102,Pre-Engineering,APE,General Engineering,ENGR,1,0,0,,1,1,50.17,0.19,0,"Current demand: 15,147 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 17,611 jobs by 2030 (16%), a net change of 2,463; national-trend adjustment suggests 2,516. Earnings: average annual pay ranges from $97,570 to $97,570 across mapped roles; top-paying role locally is Unclassified Occupation ($97,570). Completions: 80 regional graduates in 2024 (SLCC: 1), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Unclassified Occupation (15,147 jobs, $97,570). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
